songplays_id,track_id,track_name,artists,track_duration,track_is_explicit,track_popularity,track_played_at,album_id,album_name,album_release_year,album_type,artist_name,artist_name_others,artist_id,artist_id_others,track_danceability,track_energy,track_key,track_loudness,track_mode,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,artist_popularity,artist_followers,artist_genre,artist_genre_others
8,1fewSx2d5KIZ04wsooEBOz,Space Cadet (feat. Gunna),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp'}, 'href': 'https://api.spotify.com/v1/artists/0iEtIxbK0KxaSlF7G42ZOp', 'id': '0iEtIxbK0KxaSlF7G42ZOp', 'name': 'Metro Boomin', 'type': 'artist', 'uri': 'spotify:artist:0iEtIxbK0KxaSlF7G42ZOp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ'}, 'href': 'https://api.spotify.com/v1/artists/2hlmm7s2ICUX0LVIhVFlZQ', 'id': '2hlmm7s2ICUX0LVIhVFlZQ', 'name': 'Gunna', 'type': 'artist', 'uri': 'spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ'}]",3.387766666666667,True,77,2023-02-11 13:45:41,3IO8IPjwXuzPJnoaqkwYrj,NOT ALL HEROES WEAR CAPES (Deluxe),2018,album,Metro Boomin,Gunna,0iEtIxbK0KxaSlF7G42ZOp,2hlmm7s2ICUX0LVIhVFlZQ,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,92,3704683,rap,
9,0oO1AbL92F6329z13C2qQH,Talk,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3qiHUAX7zY4Qnjx8TNUzVx'}, 'href': 'https://api.spotify.com/v1/artists/3qiHUAX7zY4Qnjx8TNUzVx', 'id': '3qiHUAX7zY4Qnjx8TNUzVx', 'name': 'Yeat', 'type': 'artist', 'uri': 'spotify:artist:3qiHUAX7zY4Qnjx8TNUzVx'}]",2.914283333333333,True,73,2023-02-11 13:42:18,6Xo2PDEoQKzCndIbks2kvu,Lyfë,2022,album,Yeat,,3qiHUAX7zY4Qnjx8TNUzVx,,0.698,0.763,4,-4.716,0,0.205,0.0873,0.0,0.647,0.252,84,1781270,pluggnb,
10,0O82CIwSU4tY11rQhxqAHC,USE THIS GOSPEL (feat. Kanye West & Eminem) - REMIX,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0QHgL1lAIqAw0HtD7YldmP'}, 'href': 'https://api.spotify.com/v1/artists/0QHgL1lAIqAw0HtD7YldmP', 'id': '0QHgL1lAIqAw0HtD7YldmP', 'name': 'DJ Khaled', 'type': 'artist', 'uri': 'spotify:artist:0QHgL1lAIqAw0HtD7YldmP'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x'}, 'href': 'https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x', 'id': '5K4W6rqBFWDnAN6FQUkS6x', 'name': 'Kanye West', 'type': 'artist', 'uri': 'spotify:artist:5K4W6rqBFWDnAN6FQUkS6x'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR'}, 'href': 'https://api.spotify.com/v1/artists/7dGJo4pcD2V6oG8kP0tJRR', 'id': '7dGJo4pcD2V6oG8kP0tJRR', 'name': 'Eminem', 'type': 'artist', 'uri': 'spotify:artist:7dGJo4pcD2V6oG8kP0tJRR'}]",3.7255333333333334,False,48,2023-02-11 13:39:22,0Ugwmu29r0H1nqIJJoaL9w,GOD DID,2022,album,DJ Khaled,"Kanye West, Eminem",0QHgL1lAIqAw0HtD7YldmP,"5K4W6rqBFWDnAN6FQUkS6x, 7dGJo4pcD2V6oG8kP0tJRR",0.681,0.807,10,-2.362,0,0.252,0.0536,0.0,0.59,0.538,80,9184083,hip hop,"miami hip hop, pop rap, rap, southern hip hop, trap"
11,4Li2WHPkuyCdtmokzW2007,Ni**as In Paris,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB'}, 'href': 'https://api.spotify.com/v1/artists/3nFkdlSjzX9mRTtwJOzDYB', 'id': '3nFkdlSjzX9mRTtwJOzDYB', 'name': 'JAY-Z', 'type': 'artist', 'uri': 'spotify:artist:3nFkdlSjzX9mRTtwJOzDYB'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x'}, 'href': 'https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x', 'id': '5K4W6rqBFWDnAN6FQUkS6x', 'name': 'Kanye West', 'type': 'artist', 'uri': 'spotify:artist:5K4W6rqBFWDnAN6FQUkS6x'}]",3.65555,True,80,2023-02-11 13:35:37,2P2Xwvh2xWXIZ1OWY9S9o5,Watch The Throne (Deluxe),2011,album,JAY-Z,Kanye West,3nFkdlSjzX9mRTtwJOzDYB,5K4W6rqBFWDnAN6FQUkS6x,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,86,7972834,east coast hip hop,"hip hop, rap"
12,4Li2WHPkuyCdtmokzW2007,Ni**as In Paris,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB'}, 'href': 'https://api.spotify.com/v1/artists/3nFkdlSjzX9mRTtwJOzDYB', 'id': '3nFkdlSjzX9mRTtwJOzDYB', 'name': 'JAY-Z', 'type': 'artist', 'uri': 'spotify:artist:3nFkdlSjzX9mRTtwJOzDYB'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x'}, 'href': 'https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x', 'id': '5K4W6rqBFWDnAN6FQUkS6x', 'name': 'Kanye West', 'type': 'artist', 'uri': 'spotify:artist:5K4W6rqBFWDnAN6FQUkS6x'}]",3.65555,True,80,2022-12-01 05:49:03,2P2Xwvh2xWXIZ1OWY9S9o5,Watch The Throne (Deluxe),2011,album,JAY-Z,Kanye West,3nFkdlSjzX9mRTtwJOzDYB,5K4W6rqBFWDnAN6FQUkS6x,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,86,7972834,east coast hip hop,"hip hop, rap"
14,6lrpzaAgwwXgeNtP0xixbT,Caramel,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5pZ7EMfFbfmscpTPy5BSM1'}, 'href': 'https://api.spotify.com/v1/artists/5pZ7EMfFbfmscpTPy5BSM1', 'id': '5pZ7EMfFbfmscpTPy5BSM1', 'name': 'ReLike Vibes', 'type': 'artist', 'uri': 'spotify:artist:5pZ7EMfFbfmscpTPy5BSM1'}]",1.8729666666666667,False,34,2022-12-01 05:40:09,41S6zWddhEMSh61UQfOQON,Million Lives,2021,album,ReLike Vibes,,5pZ7EMfFbfmscpTPy5BSM1,,0.685,0.492,9,-7.021,0,0.0394,0.782,0.936,0.112,0.11,22,401,,
26,6lrpzaAgwwXgeNtP0xixbT,Caramel,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5pZ7EMfFbfmscpTPy5BSM1'}, 'href': 'https://api.spotify.com/v1/artists/5pZ7EMfFbfmscpTPy5BSM1', 'id': '5pZ7EMfFbfmscpTPy5BSM1', 'name': 'ReLike Vibes', 'type': 'artist', 'uri': 'spotify:artist:5pZ7EMfFbfmscpTPy5BSM1'}]",1.8729666666666667,False,34,2022-12-01 05:02:49,41S6zWddhEMSh61UQfOQON,Million Lives,2021,album,ReLike Vibes,,5pZ7EMfFbfmscpTPy5BSM1,,0.685,0.492,9,-7.021,0,0.0394,0.782,0.936,0.112,0.11,22,401,,
15,1cKHdTo9u0ZymJdPGSh6nq,I Was Never There,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3hteYQFiMFbJY7wS0xDymP'}, 'href': 'https://api.spotify.com/v1/artists/3hteYQFiMFbJY7wS0xDymP', 'id': '3hteYQFiMFbJY7wS0xDymP', 'name': 'Gesaffelstein', 'type': 'artist', 'uri': 'spotify:artist:3hteYQFiMFbJY7wS0xDymP'}]",4.017766666666667,False,86,2022-12-01 05:38:02,4qZBW3f2Q8y0k1A84d4iAO,"My Dear Melancholy,",2018,album,The Weeknd,Gesaffelstein,1Xyo4u8uXC1ZmMpatF05PJ,3hteYQFiMFbJY7wS0xDymP,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,98,58390607,canadian contemporary r&b,"canadian pop, pop"
16,78xAYXMtvQkDvlqJA3fKu6,c!ao (feat. Rondodasosa),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/19i93sA0D7yS9dYoVNBqAA'}, 'href': 'https://api.spotify.com/v1/artists/19i93sA0D7yS9dYoVNBqAA', 'id': '19i93sA0D7yS9dYoVNBqAA', 'name': 'thasup', 'type': 'artist', 'uri': 'spotify:artist:19i93sA0D7yS9dYoVNBqAA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/61bQ4nwIioR8w6PGxzpyY3'}, 'href': 'https://api.spotify.com/v1/artists/61bQ4nwIioR8w6PGxzpyY3', 'id': '61bQ4nwIioR8w6PGxzpyY3', 'name': 'Rondodasosa', 'type': 'artist', 'uri': 'spotify:artist:61bQ4nwIioR8w6PGxzpyY3'}]",3.5486666666666666,True,65,2022-12-01 05:34:00,7nDSuDHGJMKFtUTEEVJvUS,c@ra++ere s?ec!@le,2022,album,thasup,Rondodasosa,19i93sA0D7yS9dYoVNBqAA,61bQ4nwIioR8w6PGxzpyY3,0.559,0.894,2,-3.622,1,0.215,0.119,0.0,0.108,0.473,74,2030444,italian hip hop,"italian pop, trap italiana"
17,1FmGZd1PWEqq7KwJKKbFVz,Voices in My Head,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/73147xL7gw2ilXfbVPzTuw'}, 'href': 'https://api.spotify.com/v1/artists/73147xL7gw2ilXfbVPzTuw', 'id': '73147xL7gw2ilXfbVPzTuw', 'name': 'Rammor', 'type': 'artist', 'uri': 'spotify:artist:73147xL7gw2ilXfbVPzTuw'}]",2.4233333333333333,False,53,2022-12-01 05:30:27,5bIxerwzNiye1zsrnBBEYU,Voices in My Head,2022,album,Rammor,,73147xL7gw2ilXfbVPzTuw,,0.703,0.677,9,-6.589,0,0.0353,0.117,1.13e-06,0.211,0.545,54,88870,,
18,02MWAaffLxlfxAUY7c5dvx,Heat Waves,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4yvcSjfu4PC0CYQyLy4wSq'}, 'href': 'https://api.spotify.com/v1/artists/4yvcSjfu4PC0CYQyLy4wSq', 'id': '4yvcSjfu4PC0CYQyLy4wSq', 'name': 'Glass Animals', 'type': 'artist', 'uri': 'spotify:artist:4yvcSjfu4PC0CYQyLy4wSq'}]",3.9800833333333334,False,83,2022-12-01 05:28:01,0KTj6k94XZh0c6IEMfxeWV,Dreamland (+ Bonus Levels),2020,album,Glass Animals,,4yvcSjfu4PC0CYQyLy4wSq,,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80,3644006,gauze pop,"indietronica, shiver pop"
20,57acLvkLlixZ4wm6DBhLEu,Balade à deux,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4V9vRZSqYVOgad1sDuDPHb'}, 'href': 'https://api.spotify.com/v1/artists/4V9vRZSqYVOgad1sDuDPHb', 'id': '4V9vRZSqYVOgad1sDuDPHb', 'name': 'Mastu', 'type': 'artist', 'uri': 'spotify:artist:4V9vRZSqYVOgad1sDuDPHb'}]",2.96295,False,56,2022-12-01 05:19:38,641gaOBAPvtEVBd5NQX0gs,Balade à deux,2022,album,Mastu,,4V9vRZSqYVOgad1sDuDPHb,,0.78,0.488,11,-10.459,1,0.116,0.387,0.0,0.131,0.444,54,102215,,
21,4ewazQLXFTDC8XvCbhvtXs,Glimpse of Us,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3MZsBdqDrRTJihTHQrO6Dq'}, 'href': 'https://api.spotify.com/v1/artists/3MZsBdqDrRTJihTHQrO6Dq', 'id': '3MZsBdqDrRTJihTHQrO6Dq', 'name': 'Joji', 'type': 'artist', 'uri': 'spotify:artist:3MZsBdqDrRTJihTHQrO6Dq'}]",3.8909333333333334,False,79,2022-12-01 05:16:39,2hEnymoejldpuxSdTnkard,SMITHEREENS,2022,album,Joji,,3MZsBdqDrRTJihTHQrO6Dq,,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,86,8022918,viral pop,
22,1uM8TxVMxmiwP8b6pZxUeQ,Cold World,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1f2Bnuuv7FxEx2x8iiEBzR'}, 'href': 'https://api.spotify.com/v1/artists/1f2Bnuuv7FxEx2x8iiEBzR', 'id': '1f2Bnuuv7FxEx2x8iiEBzR', 'name': 'Eric Reprid', 'type': 'artist', 'uri': 'spotify:artist:1f2Bnuuv7FxEx2x8iiEBzR'}]",2.9998833333333335,True,55,2022-12-01 05:12:45,4XHXoathCXjASrvQQJJkxp,Cold World,2020,album,Eric Reprid,,1f2Bnuuv7FxEx2x8iiEBzR,,0.815,0.711,0,-4.278,1,0.108,0.496,0.0,0.109,0.336,52,92541,asian american hip hop,bc underground hip hop
23,1HFblnk2Twji0kDogp9D1o,GTA,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3VhKwjUzCzgIJAzpjMBXmQ'}, 'href': 'https://api.spotify.com/v1/artists/3VhKwjUzCzgIJAzpjMBXmQ', 'id': '3VhKwjUzCzgIJAzpjMBXmQ', 'name': 'Rarin', 'type': 'artist', 'uri': 'spotify:artist:3VhKwjUzCzgIJAzpjMBXmQ'}]",2.0794166666666665,True,60,2022-12-01 05:09:45,6V2jjLPQjXPhBVskKOElrs,GTA,2020,album,Rarin,,3VhKwjUzCzgIJAzpjMBXmQ,,0.685,0.644,5,-7.73,0,0.1,0.0791,0.0,0.107,0.471,58,89809,sad rap,
24,4vDGc8mD9kHbC2Yy6pF6SE,Bad Dream,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5yw4tA8D5uG7tT3NaDvq10'}, 'href': 'https://api.spotify.com/v1/artists/5yw4tA8D5uG7tT3NaDvq10', 'id': '5yw4tA8D5uG7tT3NaDvq10', 'name': 'Stellar', 'type': 'artist', 'uri': 'spotify:artist:5yw4tA8D5uG7tT3NaDvq10'}]",2.464,False,66,2022-12-01 05:07:40,4mR99Q1wGLHgzGyCW4UfGT,Bad Dream,2021,album,Stellar,,5yw4tA8D5uG7tT3NaDvq10,,0.731,0.746,8,-3.43,1,0.0311,0.00104,5.73e-06,0.117,0.555,68,400290,social media pop,
25,2WYs5LxOZfEyURXu7V0O1a,Stay With Me,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3ZHU5AKrUmIPnCFfr82QER'}, 'href': 'https://api.spotify.com/v1/artists/3ZHU5AKrUmIPnCFfr82QER', 'id': '3ZHU5AKrUmIPnCFfr82QER', 'name': '1nonly', 'type': 'artist', 'uri': 'spotify:artist:3ZHU5AKrUmIPnCFfr82QER'}]",2.358416666666667,True,75,2022-12-01 05:05:12,5TPtlK0RBgPloK3Robfiyp,Stay With Me,2020,album,1nonly,,3ZHU5AKrUmIPnCFfr82QER,,0.684,0.844,9,-7.649,1,0.335,0.302,0.0,0.374,0.335,75,739274,aesthetic rap,
27,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/77SW9BnxLY8rJ0RciFqkHh'}, 'href': 'https://api.spotify.com/v1/artists/77SW9BnxLY8rJ0RciFqkHh', 'id': '77SW9BnxLY8rJ0RciFqkHh', 'name': 'The Neighbourhood', 'type': 'artist', 'uri': 'spotify:artist:77SW9BnxLY8rJ0RciFqkHh'}]",4.006666666666667,False,88,2022-12-01 05:00:57,4xkM0BwLM9H2IUcbYzpcBI,I Love You.,2013,album,The Neighbourhood,,77SW9BnxLY8rJ0RciFqkHh,,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,86,11619599,modern alternative rock,"modern rock, pop, shimmer pop"
28,0d6dbFvKczX1Us3J7TsMMv,Lỡ Say Bye Là Bye,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1nX1HVIUo1Zfs3e2v3lFb9'}, 'href': 'https://api.spotify.com/v1/artists/1nX1HVIUo1Zfs3e2v3lFb9', 'id': '1nX1HVIUo1Zfs3e2v3lFb9', 'name': 'Changg', 'type': 'artist', 'uri': 'spotify:artist:1nX1HVIUo1Zfs3e2v3lFb9'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0DL9VpY3UsZWQyDOO5Ej2o'}, 'href': 'https://api.spotify.com/v1/artists/0DL9VpY3UsZWQyDOO5Ej2o', 'id': '0DL9VpY3UsZWQyDOO5Ej2o', 'name': 'Lemese', 'type': 'artist', 'uri': 'spotify:artist:0DL9VpY3UsZWQyDOO5Ej2o'}]",3.5824666666666665,False,51,2022-12-01 04:56:56,3BKiAnPnm2Xn2cWB2uWeE0,Lỡ Say Bye Là Bye,2021,album,Changg,Lemese,1nX1HVIUo1Zfs3e2v3lFb9,0DL9VpY3UsZWQyDOO5Ej2o,0.708,0.42,11,-9.624,1,0.0715,0.825,4.01e-06,0.0925,0.47,49,77048,v-pop,
29,2OQGY0FDmnFLCzZXJGWO4k,Bheeshma Parvam (Trailer Theme),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1qFp8zDvsXyCsC5dqz8X4S'}, 'href': 'https://api.spotify.com/v1/artists/1qFp8zDvsXyCsC5dqz8X4S', 'id': '1qFp8zDvsXyCsC5dqz8X4S', 'name': 'Sushin Shyam', 'type': 'artist', 'uri': 'spotify:artist:1qFp8zDvsXyCsC5dqz8X4S'}]",1.90125,False,31,2022-12-01 04:42:51,30i64sPavbG9YAblO8xBBz,Bheeshma Parvam (Original Motion Picture Soundtrack),2022,album,Sushin Shyam,,1qFp8zDvsXyCsC5dqz8X4S,,0.26,0.369,2,-12.479,1,0.0382,0.25,0.881,0.195,0.126,64,331102,mollywood,
